,date,TPM2.5,TPM10,JPM2.5,JPM10,BPM2.5,BPM10,교통량합계,평균기온(°C),일강수량(mm),평균 풍속(m/s),SO2 (ppm),PM10 (ug/m3),O3 (ppm),NO2 (ppm),CO (ppm),PM2.5 (ug/m3)
1148,2020-07-23,30,51,21,37,30,52,88200.0,21.9,57.0,2.0,0.002,8.0,0.019,0.015,0.3,7.0
1149,2020-07-24,29,57,25,51,24,44,95320.0,21.9,16.0,1.3,0.002,4.0,0.018,0.017,0.2,5.0
1150,2020-07-25,29,70,36,76,27,64,88560.0,22.8,11.5,0.8,0.002,7.0,0.011,0.019,0.2,11.0
1151,2020-07-26,25,43,31,48,24,35,71117.0,24.2,0.0,0.6,0.002,10.0,0.011,0.015,0.2,13.0
1152,2020-07-27,53,53,44,74,57,38,84199.0,24.6,1.0,1.0,0.002,12.0,0.015,0.016,0.3,20.0
1153,2020-07-28,55,50,48,80,71,44,78717.0,24.0,14.5,0.8,0.001,15.0,0.011,0.018,0.3,8.0
1154,2020-07-29,53,64,45,76,57,53,91124.0,24.9,97.5,0.4,0.002,15.0,0.003,0.017,0.3,6.0
1155,2020-07-30,54,67,39,72,71,68,88596.0,25.4,197.0,1.0,0.002,15.0,0.008,0.02,0.2,4.0
1156,2020-07-31,35,43,15,28,42,54,94845.0,26.8,4.5,0.9,0.002,23.0,0.0069999999999999,0.015,0.2,11.0
1157,2020-08-01,32,36,27,44,33,33,85300.0,26.0,9.0,0.8,0.002,17.0,0.005,0.013,0.2,16.0
1158,2020-08-02,28,34,18,25,16,32,64768.0,28.8,0.0,2.2,0.002,9.0,0.009,0.008,0.1,11.0
1159,2020-08-03,47,64,23,40,17,36,80223.0,27.5,7.5,1.5,0.002,17.0,0.006,0.013,0.2,20.0
1160,2020-08-04,63,79,14,27,14,36,79870.0,27.3,49.0,0.9,0.002,23.0,0.004,0.013,0.2,17.0
1161,2020-08-05,46,44,33,56,32,53,93123.0,27.0,15.0,0.6,0.003,25.0,0.003,0.013,0.2,25.0
1162,2020-08-06,33,36,26,41,30,42,90755.0,25.5,32.5,2.4,0.003,8.0,0.012,0.015,0.2,12.0
1163,2020-08-07,15,21,24,35,23,31,95078.0,23.5,58.0,0.4,0.003,9.0,0.0069999999999999,0.023,0.3,15.0
1164,2020-08-08,15,25,44,58,22,40,87198.0,23.9,59.0,0.3,0.003,5.0,0.008,0.021,0.3,6.0
1165,2020-08-09,27,44,49,75,17,31,39380.0,27.1,17.5,0.8,0.003,6.0,0.0069999999999999,0.012,0.2,7.0
1166,2020-08-10,22,36,51,84,15,28,49948.0,26.4,32.0,0.7,0.004,5.0,0.003,0.013,0.3,10.0
1167,2020-08-11,53,66,51,83,30,54,49687.0,26.2,32.0,0.9,0.003,7.0,0.011,0.022,0.3,14.0
1168,2020-08-12,32,49,34,56,33,46,93752.0,27.4,9.0,0.7,0.003,13.0,0.005,0.02,0.2,15.0
1169,2020-08-13,25,24,17,26,13,19,93766.0,29.0,0.0,0.8,0.003,14.0,0.012,0.018,0.1,14.0
1170,2020-08-14,39,55,20,33,28,45,98840.0,29.0,0.0,1.8,0.004,25.0,0.022,0.018,0.1,19.0
1171,2020-08-15,34,39,14,24,32,45,87741.0,29.6,0.0,2.0,0.004,24.0,0.0289999999999999,0.017,0.1,17.0
1172,2020-08-16,51,48,29,48,39,37,42158.0,28.6,0.0,1.5,0.004,14.0,0.01,0.011,0.1,11.0
1173,2020-08-17,69,60,33,58,48,40,48053.0,29.0,0.0,0.9,0.004,22.0,0.011,0.016,0.1,16.0
1174,2020-08-18,46,36,30,54,29,26,50889.0,28.9,0.0,0.8,0.004,25.0,0.0139999999999999,0.018,0.1,16.0
1175,2020-08-19,14,17,22,39,11,23,94486.0,29.1,0.0,1.3,0.003,32.0,0.013,0.018,0.2,20.0
1176,2020-08-20,14,27,12,21,19,30,53371.0,29.1,0.0,1.2,0.003,35.0,0.017,0.019,0.2,24.0
1177,2020-08-21,20,42,22,48,23,45,97317.0,28.9,0.0,0.9,0.003,38.0,0.022,0.022,0.2,24.0
1178,2020-08-22,26,50,32,67,36,58,87304.0,25.6,37.5,1.1,0.003,33.0,0.015,0.017,0.2,19.0
1179,2020-08-23,46,66,42,70,57,71,36394.0,27.5,0.0,0.8,0.003,21.0,0.017,0.013,0.2,9.0
1180,2020-08-24,21,27,25,39,9,19,51457.0,28.7,0.0,1.0,0.003,25.0,0.017,0.018,0.2,13.0
1181,2020-08-25,32,67,23,46,17,43,50463.0,29.7,0.0,1.0,0.003,23.0,0.01,0.017,0.2,15.0
1182,2020-08-26,58,68,35,66,61,79,91324.0,29.3,4.0,1.9,0.003,20.0,0.018,0.012,0.2,11.0
1183,2020-08-27,55,61,20,38,43,50,89023.0,29.7,3.0,1.8,0.002,19.0,0.026,0.015,0.2,9.0
1184,2020-08-28,19,46,30,60,17,40,95571.0,29.1,12.0,1.2,0.002,15.0,0.016,0.017,0.2,8.0
1185,2020-08-29,27,52,46,84,49,74,85498.0,27.0,12.5,0.9,0.002,10.0,0.01,0.013,0.2,3.0
1186,2020-08-30,24,37,41,83,52,55,35324.0,28.1,28.5,1.0,0.002,11.0,0.009,0.011,0.2,2.0
1187,2020-08-31,30,39,40,82,15,24,50032.0,27.1,0.0,1.7,0.002,10.0,0.015,0.012,0.2,1.0
1188,2020-09-01,17,44,24,52,12,25,50213.0,27.0,0.0,1.5,0.002,17.0,0.019,0.0139999999999999,0.2,3.0
1189,2020-09-02,17,35,20,55,13,26,86547.0,24.8,29.5,1.3,0.002,15.0,0.009,0.013,0.2,6.0
1190,2020-09-03,8,25,19,50,7,18,88061.0,23.5,62.0,3.1,0.002,18.0,0.0279999999999999,0.012,0.2,8.0
1191,2020-09-04,22,51,19,53,14,35,95681.0,24.5,0.0,1.3,0.003,37.0,0.0409999999999999,0.02,0.3,18.0
1192,2020-09-05,38,79,25,70,24,52,85969.0,22.4,0.0,0.9,0.003,36.0,0.025,0.016,0.3,19.0
1193,2020-09-06,58,76,29,75,58,82,57958.0,21.1,23.0,1.4,0.003,13.0,0.0279999999999999,0.01,0.3,6.0
1194,2020-09-07,61,71,52,109,15,27,72335.0,19.4,27.5,3.1,0.003,12.0,0.032,0.011,0.3,4.0
1195,2020-09-08,14,35,26,53,7,19,79929.0,24.1,0.0,2.4,0.003,47.0,0.043,0.016,0.3,25.0
1196,2020-09-09,10,34,33,63,8,23,90820.0,22.4,14.5,1.3,0.003,23.0,0.04,0.017,0.3,12.0
1197,2020-09-10,12,37,31,66,6,20,92558.0,23.6,0.0,0.6,0.003,29.0,0.027,0.019,0.3,15.0
1198,2020-09-11,8,23,16,37,5,15,93839.0,21.9,1.5,0.6,0.003,34.0,0.018,0.017,0.3,19.0
1199,2020-09-12,18,36,26,52,11,21,86080.0,19.6,12.5,1.0,0.003,19.0,0.017,0.0139999999999999,0.3,8.0
1200,2020-09-13,33,47,35,66,24,39,62901.0,21.7,0.0,0.9,0.003,18.0,0.018,0.012,0.3,5.0
1201,2020-09-14,44,46,45,78,43,49,81587.0,22.0,0.0,0.8,0.003,20.0,0.005,0.011,0.3,7.0
1202,2020-09-15,30,23,27,49,33,22,80675.0,23.5,0.0,0.7,,22.0,,,,10.0
1203,2020-09-16,15,24,35,66,5,15,91354.0,21.7,6.0,0.4,,22.0,,,,10.0
1204,2020-09-17,8,27,16,47,7,20,92137.0,21.7,9.5,0.9,,22.0,,,,10.0
1205,2020-09-18,17,41,22,64,9,25,67964.0,20.9,0.0,1.5,,22.0,,,,10.0
1206,2020-09-19,31,61,35,86,14,37,92425.0,20.7,0.0,1.5,,22.0,,,,10.0
1207,2020-09-20,30,51,32,79,11,30,67171.0,19.6,0.0,1.0,,22.0,,,,10.0
1208,2020-09-21,15,40,48,103,38,65,84771.0,18.2,0.0,0.6,,22.0,,,,10.0
1209,2020-09-22,32,61,56,112,24,38,83424.0,19.5,0.0,1.3,,22.0,,,,10.0
1210,2020-09-23,27,28,36,70,34,33,95858.0,19.1,0.0,1.2,,22.0,,,,10.0
1211,2020-09-24,49,39,49,75,27,24,98120.0,20.2,0.0,1.0,0.003,17.0,0.005,0.011,0.3,6.0
1212,2020-09-25,65,57,67,106,35,39,99891.0,20.3,0.0,1.0,0.002,15.0,0.019,0.022,0.3,5.0
1213,2020-09-26,56,48,35,69,55,56,95632.0,19.8,0.0,1.0,0.002,15.0,0.022,0.02,0.3,6.0
1214,2020-09-27,34,42,31,72,66,65,68366.0,19.4,0.0,0.9,0.002,10.0,0.022,0.016,0.3,4.0
1215,2020-09-28,55,76,30,67,82,82,88875.0,18.9,0.0,0.5,0.002,15.0,0.016,0.023,0.3,6.0
1216,2020-09-29,26,36,39,83,12,14,89659.0,18.6,0.0,0.7,0.002,25.0,0.025,0.0279999999999999,0.3,12.0
1217,2020-09-30,23,34,27,58,17,28,81147.0,19.2,0.0,0.4,0.002,28.0,0.026,0.023,0.4,18.0
1218,2020-10-01,41,44,43,87,43,47,73429.0,20.1,0.0,0.8,0.002,26.0,0.036,0.013,0.3,17.0
1219,2020-10-02,20,30,41,76,6,19,73618.0,20.9,0.0,1.2,0.002,18.0,0.038,0.013,0.3,11.0
1220,2020-10-03,27,54,30,74,20,45,76043.0,20.2,2.0,0.5,0.002,21.0,0.03,0.016,0.3,13.0
1221,2020-10-04,8,31,16,57,5,19,61372.0,18.3,1.0,1.7,0.002,33.0,0.033,0.016,0.4,19.0
1222,2020-10-05,10,28,17,52,7,21,82985.0,14.5,0.0,1.2,0.002,22.0,0.021,0.019,0.3,6.0
1223,2020-10-06,39,70,30,75,27,53,78029.0,14.7,0.0,0.7,0.002,19.0,0.019,0.02,0.4,7.0
1224,2020-10-07,52,77,42,95,62,88,95732.0,17.0,0.0,1.1,0.002,14.0,0.0279999999999999,0.013,0.3,3.0
1225,2020-10-08,95,91,51,105,86,94,99132.0,18.0,0.0,2.0,0.002,13.0,0.034,0.013,0.3,3.0
1226,2020-10-09,93,95,52,108,110,108,86529.0,18.2,0.0,1.5,0.002,34.0,0.0409999999999999,0.013,0.3,5.0
1227,2020-10-10,106,104,64,138,139,104,90125.0,17.6,0.0,0.9,0.002,34.0,0.032,0.02,0.3,7.0
1228,2020-10-11,77,77,67,130,44,44,63628.0,18.0,0.0,0.7,0.002,34.0,0.03,0.018,0.3,9.0
1229,2020-10-12,11,28,22,60,11,31,81828.0,17.4,0.0,0.9,0.002,27.0,0.024,0.024,0.4,18.0
1230,2020-10-13,20,57,45,96,13,36,82758.0,13.5,0.0,0.7,0.002,21.0,0.019,0.025,0.3,8.0
1231,2020-10-14,13,45,44,69,10,36,94533.0,12.8,0.0,1.1,0.003,34.0,0.013,0.032,0.5,13.0
1232,2020-10-15,82,79,34,60,49,73,95880.0,11.8,0.0,0.7,0.003,40.0,0.013,0.034,0.4,15.0
1233,2020-10-16,57,59,47,85,13,25,98202.0,11.7,0.0,0.1,0.003,53.0,0.0069999999999999,0.043,0.5,25.0
1234,2020-10-17,29,59,32,67,16,47,94129.0,13.0,0.0,0.6,0.002,41.0,0.021,0.032,0.5,24.0
1235,2020-10-18,107,114,55,93,28,65,47106.0,12.6,0.0,0.6,0.002,30.0,0.024,0.0279999999999999,0.4,16.0
1236,2020-10-19,117,117,65,116,50,80,62773.0,13.2,0.0,0.7,0.003,44.0,0.016,0.0409999999999999,0.5,22.0
1237,2020-10-20,93,92,75,126,118,121,90561.0,14.0,0.0,0.7,0.003,59.0,0.022,0.039,0.5,35.0
1238,2020-10-21,41,136,60,193,38,146,98145.0,13.3,0.0,0.5,0.003,40.0,0.0139999999999999,0.035,0.5,20.0
1239,2020-10-22,18,74,36,163,11,55,98125.0,13.5,0.0,1.2,0.002,43.0,0.019,0.025,0.4,17.0
1240,2020-10-23,11,37,20,67,10,32,104398.0,10.7,0.0,1.9,0.002,23.0,0.023,0.022,0.3,6.0
1241,2020-10-24,47,88,25,67,32,67,96022.0,9.8,0.0,1.3,0.003,22.0,0.019,0.025,0.4,6.0
1242,2020-10-25,77,124,50,103,82,124,79487.0,12.1,0.0,0.7,0.003,27.0,0.019,0.0279999999999999,0.4,9.0
1243,2020-10-26,133,175,78,151,80,115,96747.0,12.2,0.0,0.7,0.003,44.0,0.021,0.038,0.5,20.0
1244,2020-10-27,14,56,60,152,9,47,96276.0,13.1,0.0,0.6,0.003,66.0,0.022,0.046,0.6,39.0
1245,2020-10-28,25,72,32,95,17,50,98961.0,14.2,0.0,0.8,0.003,64.0,0.022,0.038,0.6,37.0
1246,2020-10-29,43,80,55,128,35,75,100265.0,9.9,0.0,0.7,0.003,38.0,0.011,0.037,0.5,11.0
1247,2020-10-30,68,90,85,162,52,80,104483.0,11.3,0.0,0.8,0.003,42.0,0.0139999999999999,0.037,0.5,18.0
1248,2020-10-31,96,196,69,124,78,222,99144.0,12.6,0.0,0.6,0.002,36.0,0.017,0.035,0.5,13.0
1249,2020-11-01,33,115,102,184,14,65,78261.0,12.7,2.5,0.7,0.002,22.0,0.018,0.027,0.4,12.0
1250,2020-11-02,16,68,61,147,6,45,95838.0,11.5,0.0,0.9,0.003,37.0,0.013,0.0279999999999999,0.5,10.0
1251,2020-11-03,19,59,26,91,12,37,96480.0,7.0,0.0,1.9,0.002,27.0,0.016,0.023,0.4,6.0
1252,2020-11-04,56,112,35,97,39,81,99251.0,4.9,0.0,0.9,0.003,33.0,0.012,0.031,0.4,9.0
1253,2020-11-05,66,108,40,93,83,121,99578.0,8.4,0.0,0.6,0.003,46.0,0.009,0.0409999999999999,0.5,19.0
1254,2020-11-06,65,122,59,126,68,133,102837.0,12.2,0.0,0.4,0.003,60.0,0.006,0.046,0.7,26.0
1255,2020-11-07,36,150,64,167,26,132,97720.0,14.6,0.0,1.3,0.003,63.0,0.021,0.036,0.6,27.0
1256,2020-11-08,13,39,20,84,13,44,54029.0,10.7,0.0,2.0,0.003,67.0,0.0279999999999999,0.02,0.4,22.0
1257,2020-11-09,32,70,33,97,21,55,78147.0,7.6,0.0,1.2,0.003,34.0,0.017,0.025,0.4,8.0
1258,2020-11-10,78,125,61,142,38,75,99023.0,9.0,0.0,1.1,0.003,37.0,0.017,0.03,0.4,12.0
1259,2020-11-11,101,139,62,129,107,147,102099.0,8.4,0.0,0.6,0.003,39.0,0.011,0.037,0.5,14.0
1260,2020-11-12,101,122,55,111,83,107,101218.0,9.5,0.0,0.4,0.003,47.0,0.011,0.043,0.6,21.0
1261,2020-11-13,38,58,136,231,21,52,104395.0,10.0,0.0,0.5,0.004,66.0,0.015,0.046,0.7,38.0
1262,2020-11-14,45,73,110,173,48,84,98618.0,11.1,0.0,0.5,0.003,68.0,0.015,0.0409999999999999,0.7,42.0
1263,2020-11-15,122,139,88,139,83,96,82489.0,11.7,0.0,0.7,0.003,55.0,0.022,0.032,0.6,32.0
1264,2020-11-16,78,93,86,143,102,113,95521.0,11.1,0.0,0.5,0.003,92.0,0.0139999999999999,0.046,0.7,63.0
1265,2020-11-17,112,110,42,64,105,95,95812.0,15.4,3.5,0.9,0.003,58.0,0.025,0.035,0.6,38.0
1266,2020-11-18,39,24,19,22,44,23,97751.0,15.9,2.5,0.6,0.002,44.0,0.01,0.03,0.6,25.0
1267,2020-11-19,12,22,24,35,8,13,95494.0,16.7,28.0,2.3,0.002,14.0,0.023,0.015,0.4,6.0
1268,2020-11-20,22,35,40,61,10,21,101675.0,7.1,0.0,2.1,0.002,25.0,0.019,0.019,0.3,9.0
1269,2020-11-21,43,50,38,52,26,32,96232.0,8.5,0.0,1.3,0.002,29.0,0.019,0.019,0.3,13.0
1270,2020-11-22,17,22,30,38,7,14,76539.0,8.0,3.0,1.5,0.002,25.0,0.017,0.019,0.4,12.0
1271,2020-11-23,21,37,28,50,14,29,97020.0,4.5,0.0,1.4,0.003,27.0,0.018,0.021,0.3,11.0
1272,2020-11-24,74,93,57,92,30,48,95706.0,5.2,0.0,0.9,0.003,30.0,0.01,0.035,0.4,13.0
1273,2020-11-25,72,82,89,134,25,41,98965.0,5.5,0.0,0.7,0.003,42.0,0.011,0.036,0.6,20.0
1274,2020-11-26,20,45,104,150,19,41,96701.0,7.2,0.0,0.7,0.003,62.0,0.01,0.0409999999999999,0.6,37.0
1275,2020-11-27,23,46,37,70,15,28,97703.0,6.2,0.0,1.6,0.003,50.0,0.013,0.033,0.5,29.0
1276,2020-11-28,12,24,33,67,12,25,92674.0,3.2,0.0,1.8,0.003,28.0,0.02,0.02,0.3,11.0
1277,2020-11-29,39,65,93,148,16,33,72594.0,2.5,0.0,1.2,0.003,26.0,0.018,0.023,0.4,10.0
1278,2020-11-30,14,31,88,136,17,34,91465.0,1.6,0.0,0.9,0.004,35.0,0.013,0.03,0.5,16.0
1279,2020-12-01,50,78,85,126,25,42,92549.0,1.9,0.0,0.8,0.004,45.0,0.009,0.04,0.6,24.0
1280,2020-12-02,46,53,105,116,17,35,95248.0,3.6,0.0,0.8,0.004,42.0,0.01,0.0409999999999999,0.5,19.0
1281,2020-12-03,12,32,50,71,8,20,95278.0,2.0,0.0,1.1,0.003,34.0,0.016,0.03,0.5,14.0
1282,2020-12-04,17,39,74,111,8,19,99647.0,0.6,0.0,0.7,0.004,37.0,0.01,0.036,0.5,15.0
1283,2020-12-05,32,51,111,155,24,39,89081.0,1.9,0.0,0.6,0.003,42.0,0.008,0.037,0.6,20.0
1284,2020-12-06,116,113,103,146,34,54,70475.0,3.2,0.0,0.5,0.003,45.0,0.011,0.033,0.6,26.0
1285,2020-12-07,10,30,63,98,8,25,91757.0,3.5,0.0,0.9,0.004,63.0,0.015,0.036,0.6,38.0
1286,2020-12-08,28,48,28,64,22,42,92201.0,1.1,0.0,0.9,0.004,39.0,0.015,0.033,0.5,19.0
1287,2020-12-09,81,102,83,128,46,82,94953.0,1.5,0.0,0.6,0.004,44.0,0.008,0.0409999999999999,0.6,21.0
1288,2020-12-10,114,139,144,198,56,93,93403.0,6.1,0.0,0.5,0.004,53.0,0.009,0.0409999999999999,0.6,27.0
1289,2020-12-11,88,112,198,266,32,56,97467.0,6.9,0.0,0.5,0.004,78.0,0.013,0.0409999999999999,0.7,51.0
1290,2020-12-12,149,129,186,249,72,98,88335.0,4.7,0.0,1.4,0.004,61.0,0.025,0.0279999999999999,0.5,33.0
1291,2020-12-13,19,29,55,99,8,26,64712.0,1.3,4.0,1.3,0.003,45.0,0.018,0.0289999999999999,0.5,26.0
1292,2020-12-14,20,36,17,42,11,27,90476.0,-4.3,0.0,2.4,0.003,27.0,0.02,0.016,0.3,9.0
1293,2020-12-15,21,44,42,82,16,39,90217.0,-5.4,0.0,1.7,0.003,27.0,0.018,0.017,0.3,9.0
1294,2020-12-16,24,46,64,115,21,44,93453.0,-4.8,0.0,1.5,0.003,28.0,0.017,0.021,0.4,10.0
1295,2020-12-17,73,103,81,128,35,71,93511.0,-3.6,0.0,0.7,0.004,33.0,0.009,0.031,0.5,12.0
1296,2020-12-18,20,42,68,104,9,27,95918.0,0.4,0.0,1.3,0.003,41.0,0.011,0.032,0.5,19.0
1297,2020-12-19,44,76,44,69,26,54,87297.0,-3.2,0.0,1.3,0.003,30.0,0.018,0.021,0.4,10.0
1298,2020-12-20,52,77,81,121,24,42,66868.0,-2.2,0.0,0.8,0.004,32.0,0.012,0.03,0.5,14.0
1299,2020-12-21,84,104,101,146,37,56,91837.0,0.4,0.0,0.6,0.004,47.0,0.008,0.037,0.6,24.0
1300,2020-12-22,131,140,86,123,53,77,88234.0,1.6,0.0,0.8,0.004,57.0,0.01,0.038,0.7,34.0
1301,2020-12-23,75,132,92,141,37,127,94451.0,4.1,0.0,0.8,0.004,80.0,0.009,0.048,0.8,50.0
1302,2020-12-24,25,81,77,137,20,60,98403.0,4.5,0.0,1.6,0.003,59.0,0.015,0.038,0.6,31.0
1303,2020-12-25,57,110,67,119,34,84,71032.0,0.6,0.0,1.2,0.003,33.0,0.018,0.026,0.4,12.0
1304,2020-12-26,85,128,109,162,48,98,77677.0,1.4,0.0,0.5,0.004,47.0,0.006,0.038,0.7,17.0
1305,2020-12-27,98,129,137,205,65,102,59685.0,3.1,0.0,0.3,0.004,57.0,0.0069999999999999,0.036,0.7,30.0
1306,2020-12-28,42,59,198,271,56,90,89388.0,5.2,0.0,0.5,0.004,51.0,0.0069999999999999,0.038,0.7,27.0
1307,2020-12-29,11,65,20,58,8,53,87544.0,1.5,0.5,1.2,0.003,65.0,0.01,0.034,0.7,42.0
1308,2020-12-30,8,39,16,66,6,31,90358.0,-7.2,0.0,3.0,0.002,31.0,0.022,0.015,0.3,10.0
1309,2020-12-31,24,53,31,76,12,36,94355.0,-7.1,0.0,1.1,0.003,37.0,0.0139999999999999,0.023,0.4,12.0
1310,2021-01-01,51,85,46,82,29,64,59224.0,-4.4,0.0,0.4,0.003,38.0,0.005,0.034,0.6,22.0
1311,2021-01-02,54,79,65,117,46,72,71391.0,-2.8,0.0,1.1,0.003,51.0,0.0139999999999999,0.0289999999999999,0.5,23.0
1312,2021-01-03,56,80,142,207,15,33,58844.0,-3.6,0.0,0.6,0.004,47.0,0.013,0.0289999999999999,0.5,18.0
1313,2021-01-04,28,53,133,185,14,37,86930.0,-2.6,0.0,0.5,0.004,52.0,0.006,0.04,0.7,28.0
1314,2021-01-05,11,30,28,66,13,31,88453.0,-2.4,0.0,1.6,0.004,43.0,0.016,0.03,0.5,24.0
1315,2021-01-06,18,126,37,157,10,75,90701.0,-5.2,1.0,1.0,0.003,28.0,0.016,0.0279999999999999,0.4,12.0
1316,2021-01-07,12,30,16,71,8,27,72803.0,-10.8,0.5,2.6,0.003,20.0,0.024,0.013,0.3,11.0
1317,2021-01-08,14,34,29,82,8,29,86916.0,-13.0,0.0,1.0,0.004,20.0,0.013,0.022,0.4,11.0
1318,2021-01-09,22,53,30,81,10,38,79636.0,-11.2,0.0,0.9,0.004,25.0,0.011,0.027,0.5,15.0
1319,2021-01-10,12,31,32,77,9,24,59353.0,-8.0,0.0,0.5,0.004,27.0,0.008,0.032,0.6,18.0
1320,2021-01-11,31,77,38,129,20,64,89156.0,-5.6,0.0,0.5,0.005,42.0,0.005,0.046,0.7,32.0
1321,2021-01-12,65,247,58,254,45,149,87899.0,-1.6,0.0,1.0,0.003,46.0,0.011,0.0409999999999999,0.6,34.0
1322,2021-01-13,54,237,70,225,58,237,90928.0,3.9,0.0,1.3,0.003,87.0,0.012,0.047,0.7,37.0
1323,2021-01-14,46,113,93,237,53,110,92634.0,3.5,0.0,0.7,0.004,113.0,0.009,0.044,0.6,38.0
1324,2021-01-15,53,157,95,241,40,142,95456.0,6.4,0.0,1.8,0.004,74.0,0.018,0.038,0.6,33.0
1325,2021-01-16,22,58,46,116,9,31,87458.0,-0.9,0.0,2.2,0.002,80.0,0.027,0.02,0.3,36.0
1326,2021-01-17,23,68,49,137,17,56,63108.0,-3.1,0.0,1.7,0.002,20.0,0.0289999999999999,0.017,0.2,8.0
1327,2021-01-18,28,86,43,146,19,71,79926.0,-1.1,1.0,1.9,0.003,38.0,0.022,0.027,0.3,19.0
1328,2021-01-19,27,57,56,139,26,46,87404.0,-4.5,0.0,1.1,0.003,43.0,0.017,0.032,0.3,12.0
1329,2021-01-20,77,103,93,155,53,66,92636.0,-1.0,0.0,0.4,0.004,52.0,0.0069999999999999,0.044,0.6,21.0
1330,2021-01-21,105,119,148,219,78,95,90707.0,4.7,3.5,0.4,0.004,56.0,0.005,0.053,0.9,36.0
1331,2021-01-22,83,96,212,285,85,109,93966.0,7.5,2.5,0.6,0.003,39.0,0.006,0.042,0.6,33.0
1332,2021-01-23,58,73,107,162,87,93,87306.0,8.7,0.0,1.3,0.002,38.0,0.02,0.024,0.4,25.0
1333,2021-01-24,104,112,139,212,106,105,68915.0,7.8,0.0,1.1,0.002,27.0,0.026,0.024,0.3,7.0
1334,2021-01-25,126,124,168,218,133,105,87232.0,8.3,0.0,1.0,0.003,39.0,0.018,0.033,0.3,9.0
1335,2021-01-26,92,87,135,180,79,77,87756.0,5.9,2.5,1.0,0.003,25.0,0.015,0.031,0.4,14.0
1336,2021-01-27,106,138,77,118,26,59,93678.0,3.5,0.0,1.4,0.003,59.0,0.021,0.0289999999999999,0.4,21.0
1337,2021-01-28,10,66,34,125,6,49,89559.0,-1.1,1.0,2.2,0.003,42.0,0.018,0.0289999999999999,0.4,17.0
1338,2021-01-29,34,87,44,188,21,55,94258.0,-5.6,0.0,1.9,0.003,40.0,0.023,0.022,0.3,10.0
1339,2021-01-30,53,105,64,163,41,86,87084.0,0.4,0.0,0.9,0.003,75.0,0.012,0.038,0.6,24.0
1340,2021-01-31,73,105,83,159,66,83,69619.0,3.9,0.0,0.5,0.004,64.0,0.011,0.04,0.7,24.0
1341,2021-02-01,39,63,52,140,17,50,89547.0,7.4,6.5,1.8,0.003,89.0,0.02,0.035,0.6,50.0
1342,2021-02-02,14,37,43,102,14,37,92863.0,-2.4,0.0,2.5,0.003,41.0,0.03,0.019,0.4,17.0
1343,2021-02-03,35,71,75,150,17,49,94003.0,-1.4,0.0,1.5,0.003,38.0,0.025,0.024,0.4,14.0
1344,2021-02-04,41,89,52,115,35,63,92366.0,-0.3,0.0,1.6,0.003,40.0,0.026,0.026,0.4,15.0
1345,2021-02-05,92,137,73,125,41,74,97488.0,1.6,0.0,0.8,0.003,44.0,0.0139999999999999,0.038,0.5,13.0
1346,2021-02-06,49,114,61,155,35,117,90918.0,7.0,0.0,1.9,0.003,56.0,0.023,0.033,0.5,28.0
1347,2021-02-07,20,49,44,105,22,51,72586.0,6.3,0.0,1.5,0.003,90.0,0.036,0.022,0.5,55.0
1348,2021-02-08,48,74,31,60,31,44,97216.0,-1.3,0.0,2.3,0.003,32.0,0.0279999999999999,0.02,0.4,12.0
1349,2021-02-09,66,98,36,63,64,73,99314.0,0.2,0.0,1.0,0.003,34.0,0.022,0.0279999999999999,0.4,12.0
1350,2021-02-10,101,138,60,94,75,83,102014.0,2.6,0.0,0.9,0.003,43.0,0.017,0.036,0.5,19.0
1351,2021-02-11,129,157,71,102,165,154,72884.0,5.4,0.0,0.6,0.003,60.0,0.016,0.036,0.6,32.0
1352,2021-02-12,169,199,40,56,199,204,68721.0,6.9,0.0,0.5,0.004,66.0,0.019,0.036,0.6,40.0
1353,2021-02-13,118,131,38,53,207,193,69939.0,7.6,0.0,0.5,0.005,79.0,0.021,0.0409999999999999,0.7,51.0
1354,2021-02-14,52,60,61,79,100,86,68094.0,9.5,0.5,0.6,0.004,66.0,0.018,0.038,0.6,39.0
1355,2021-02-15,13,24,26,43,9,30,93424.0,3.3,0.0,2.8,0.003,43.0,0.034,0.019,0.3,24.0
1356,2021-02-16,13,32,30,64,5,30,93563.0,-2.5,3.0,1.9,0.003,23.0,0.0289999999999999,0.021,0.3,9.0
1357,2021-02-17,11,22,12,36,9,16,88990.0,-6.1,0.0,2.9,0.003,33.0,0.03,0.015,0.3,9.0
1358,2021-02-18,38,65,33,65,26,35,90668.0,-4.2,0.0,1.9,0.003,37.0,0.027,0.02,0.3,10.0
1359,2021-02-19,81,128,49,93,43,66,97997.0,2.8,0.0,1.7,0.004,38.0,0.027,0.032,0.4,17.0
1360,2021-02-20,47,110,37,118,46,93,92514.0,10.7,0.0,2.2,0.004,82.0,0.037,0.031,0.5,42.0
1361,2021-02-21,81,218,41,88,54,186,74083.0,14.4,0.0,2.1,0.004,81.0,0.0279999999999999,0.036,0.6,38.0
1362,2021-02-22,32,71,41,120,28,67,94308.0,12.0,0.0,2.2,0.004,65.0,0.033,0.0289999999999999,0.4,26.0
1363,2021-02-23,20,50,31,86,28,49,93111.0,2.4,0.0,1.5,0.004,51.0,0.03,0.022,0.3,13.0
1364,2021-02-24,41,62,32,69,44,52,93389.0,4.6,0.0,0.9,0.004,51.0,0.02,0.033,0.4,17.0
