,PM2.5,PM10,교통량합계,평균기온,일강수량,평균풍속,TPM2.5,TPM10,BPM2.5,BPM10,JPM2.5,JPM10
620,23.0,49.0,107196.46875,-1.1,0.0,1.5,99,122,35,51,81,105
621,38.0,76.0,107003.90234375,-0.1,0.0,0.7,58,68,30,54,111,147
622,44.0,83.0,108377.0,0.1,0.0,1.4,45,60,23,38,71,104
623,34.0,64.0,109100.0,1.9,0.0,0.9,23,29,52,60,78,90
624,45.0,78.0,110062.0,1.8,0.0,1.3,20,32,8,21,92,116
625,40.0,75.0,107471.0,-0.6,0.0,1.7,10,22,8,19,37,56
626,33.0,61.0,109190.125,-0.2,0.0,1.0,17,31,14,25,37,64
627,28.0,61.0,105485.0,2.0,0.0,0.6,87,99,31,42,55,91
628,24.0,44.0,99189.0,2.4,14.0,0.7,135,109,89,89,126,156
629,42.0,82.0,107174.0,2.3,0.0,1.0,118,125,46,39,155,202
630,58.0,112.0,109741.0,2.4,0.0,0.6,188,214,98,63,134,180
631,73.0,129.0,111571.0,3.9,0.0,0.6,237,287,100,85,134,188
632,46.0,91.0,110025.0,5.6,0.0,0.6,91,100,136,74,134,207
633,30.0,63.0,92427.0,6.9,0.0,0.8,176,174,78,41,123,194
634,45.0,91.0,105914.0,6.1,0.0,0.9,49,69,51,75,157,260
635,33.0,70.0,107669.0,5.5,0.0,0.7,30,60,52,79,149,251
636,35.0,77.0,106489.0,6.7,0.0,0.5,66,99,91,106,84,134
637,68.0,120.0,111075.0,6.5,0.0,0.7,158,183,82,102,86,136
638,121.0,177.0,96679.0,6.3,0.0,0.8,134,150,120,126,123,198
639,70.0,122.0,101819.0,7.7,0.0,0.5,131,140,183,155,137,233
640,71.0,112.0,90016.0,9.2,0.0,0.6,142,156,163,160,102,171
641,105.0,160.0,106321.0,9.8,0.0,1.1,138,146,109,107,71,120
642,109.0,180.0,105468.0,8.6,0.0,0.8,100,89,86,66,95,151
643,83.0,152.0,107846.0,10.0,0.0,1.0,16,59,8,22,39,132
644,61.0,104.0,107660.0,6.9,0.0,1.4,41,71,20,44,48,121
645,35.0,71.0,116806.0,7.2,0.0,1.0,55,84,58,103,46,112
646,33.0,62.0,111281.0,8.3,0.0,0.6,70,91,85,121,56,112
647,51.0,66.0,66294.0,8.2,0.5,0.8,69,92,111,133,86,183
648,18.0,44.0,74255.0,6.0,0.5,1.4,50,53,22,36,52,106
649,34.0,74.0,73652.0,4.8,0.5,2.2,10,35,4,26,11,54
650,11.0,52.0,110577.0,3.9,0.0,2.3,17,45,8,29,21,73
651,17.0,54.0,110366.0,6.1,0.0,1.5,28,67,7,43,35,104
652,19.0,57.0,113513.0,7.0,0.0,2.2,12,47,11,48,25,100
653,21.0,46.0,111347.0,6.3,0.0,1.6,37,86,23,61,36,114
654,18.0,47.0,95575.0,7.6,0.0,1.1,58,96,49,98,46,149
655,20.0,46.0,107201.0,7.5,0.0,0.7,90,138,102,144,49,140
656,29.0,62.0,109022.0,10.9,0.0,1.0,63,104,124,168,41,90
657,40.0,85.0,106809.0,11.3,15.5,0.6,62,90,63,101,58,100
658,16.0,39.0,107476.0,8.6,3.0,2.6,14,38,5,25,20,80
659,26.0,54.0,113987.0,4.8,0.0,1.7,22,45,7,32,24,71
660,14.0,40.0,107315.0,3.6,5.0,1.7,12,37,11,33,20,64
661,15.0,41.0,92769.0,4.8,0.0,1.7,38,83,36,87,47,124
662,30.0,70.0,107174.0,7.1,0.0,1.3,58,98,21,61,52,118
663,30.0,66.0,106446.0,11.2,0.0,0.9,76,125,47,120,47,127
664,38.0,89.0,107373.0,14.2,0.0,2.6,53,129,63,132,54,156
665,46.0,96.0,106823.0,12.0,0.0,1.4,13,39,24,65,38,138
666,31.0,64.0,113216.0,12.0,0.0,1.4,24,81,22,92,63,145
667,24.0,54.0,106997.0,6.2,3.0,2.1,10,55,5,26,23,100
668,20.0,54.0,91263.0,5.6,0.0,2.5,20,49,8,30,27,96
669,14.0,41.0,80167.0,6.0,0.0,1.9,26,60,13,40,47,122
670,16.0,43.0,104917.0,7.3,0.0,1.4,30,59,30,66,56,133
671,22.0,49.0,109363.0,7.5,0.0,1.6,41,77,57,86,50,114
672,25.0,55.0,109323.0,9.3,0.0,1.5,106,197,67,124,71,146
673,31.0,103.0,112150.0,11.4,0.0,2.5,35,407,40,292,83,169
674,23.0,88.0,108818.0,12.6,0.0,0.9,30,110,39,212,65,191
675,23.0,63.0,93093.0,14.8,0.0,0.9,27,86,40,99,83,208
676,24.0,64.0,106832.0,12.9,0.0,1.3,15,54,29,71,71,185
677,12.0,44.0,102974.0,10.4,28.0,1.9,22,43,24,39,20,36
678,6.0,26.0,104700.0,8.1,2.0,1.5,33,50,26,39,42,67
679,19.0,50.0,107509.0,10.8,0.0,1.0,58,67,47,68,79,120
680,24.0,54.0,112609.0,11.9,0.0,1.2,78,79,63,86,78,116
681,22.0,48.0,109618.0,12.1,0.0,1.0,124,113,82,87,75,121
682,22.0,51.0,68313.0,10.6,0.5,1.7,20,76,17,63,38,91
683,22.0,69.0,105028.0,12.0,0.0,1.4,42,94,43,97,33,90
684,19.0,63.0,104831.0,14.8,0.0,0.7,71,97,72,109,49,105
685,20.0,54.0,108978.0,17.0,0.0,1.3,71,142,105,137,44,138
686,16.0,41.0,108139.0,15.8,0.0,2.0,42,232,38,163,37,182
687,20.0,68.0,111203.0,14.4,0.0,1.3,17,64,20,72,36,114
688,19.0,63.0,110456.0,17.1,0.0,1.3,34,70,40,61,59,146
689,23.0,59.0,92062.0,18.3,0.0,0.9,61,109,59,174,82,161
690,24.0,71.0,92833.0,20.9,0.0,1.1,90,117,94,133,73,134
691,21.0,48.0,103151.0,18.6,5.0,0.8,78,49,94,69,34,56
692,10.0,22.0,106345.0,17.7,21.0,0.8,25,62,43,44,48,118
693,16.0,36.0,104982.0,15.1,11.0,1.0,17,26,9,21,25,58
694,8.0,18.0,111240.0,9.9,1.5,1.6,32,37,19,27,26,49
695,8.0,27.0,108361.0,12.3,0.0,1.0,42,44,38,38,34,63
696,16.0,39.0,91574.0,12.8,0.0,0.9,51,42,47,37,43,68
697,14.0,32.0,103759.0,11.0,15.5,0.6,86,84,106,85,73,121
698,12.0,32.0,108773.0,16.2,0.0,0.9,63,104,35,98,58,149
699,26.0,70.0,104244.0,15.8,0.0,1.5,19,52,13,38,29,78
700,25.0,86.0,109440.0,15.5,0.0,1.7,31,66,23,57,36,90
701,18.0,46.0,115617.0,18.1,0.0,1.1,44,86,53,93,42,97
702,39.0,77.0,109858.0,19.6,0.0,0.8,48,85,49,84,34,80
703,34.0,66.0,94477.0,20.0,0.0,1.2,34,95,22,54,41,152
704,21.0,56.0,96445.0,14.5,0.0,2.0,22,52,19,38,25,95
705,14.0,44.0,108910.0,14.9,0.0,1.2,31,64,23,52,35,100
706,19.0,46.0,112784.0,16.2,0.0,1.6,65,104,47,87,34,97
707,21.0,49.0,109781.0,17.7,0.0,1.2,78,114,37,68,45,102
708,27.0,51.0,113551.0,18.7,0.0,0.9,57,94,51,99,46,98
709,31.0,65.0,110252.0,20.4,0.0,0.9,72,83,71,97,45,84
710,28.0,50.0,94230.0,21.1,0.0,1.1,102,245,88,174,40,92
711,31.0,53.0,105566.0,20.2,0.0,1.1,35,97,19,69,67,266
712,33.0,69.0,107183.0,21.4,0.0,1.2,57,172,54,121,65,239
713,38.0,64.0,110027.0,22.5,0.0,0.9,62,163,91,208,56,109
714,35.0,61.0,108804.0,23.6,0.0,1.1,68,103,67,141,45,86
715,28.0,44.0,113390.0,23.3,0.0,1.0,54,75,81,115,24,51
716,12.0,23.0,106565.0,19.3,12.5,2.1,18,31,38,41,21,46
717,11.0,22.0,91547.0,20.6,1.0,1.3,33,86,30,65,34,130
718,9.0,37.0,105806.0,17.3,3.0,2.3,16,61,12,46,20,85
719,13.0,44.0,107587.0,18.0,0.0,2.6,22,55,14,39,29,85
720,22.0,56.0,109161.0,20.8,0.0,1.8,34,77,21,55,35,91
721,30.0,59.0,109081.0,23.0,0.0,1.3,53,118,27,71,33,103
722,43.0,77.0,106704.0,24.5,0.0,0.7,29,92,45,111,32,87
723,42.0,67.0,102163.0,23.8,0.0,0.6,46,106,49,115,43,91
724,20.0,40.0,92111.0,24.9,0.0,1.3,46,67,36,77,38,66
725,11.0,13.0,99660.0,17.8,16.0,1.9,8,22,6,15,14,44
726,8.0,24.0,105806.0,18.0,0.0,1.4,21,52,12,36,19,61
727,17.0,38.0,109451.0,20.6,0.0,1.3,42,92,21,51,21,64
728,22.0,43.0,106730.0,20.2,0.0,1.4,20,62,20,54,25,59
729,13.0,23.0,112534.0,19.2,0.5,1.7,12,43,10,33,31,76
730,16.0,34.0,108294.0,19.3,0.0,0.8,27,72,30,74,34,89
731,20.0,39.0,79892.0,21.9,0.0,0.8,49,102,45,79,34,81
732,27.0,48.0,106230.0,23.5,0.0,0.8,39,71,28,55,42,109
733,25.0,45.0,105808.0,24.8,0.0,1.4,43,61,60,70,46,136
734,25.0,43.0,107459.0,24.1,0.0,1.3,75,85,47,62,47,103
735,29.0,47.0,89491.0,22.4,15.5,0.8,71,52,53,54,29,56
736,6.0,11.0,106084.0,18.9,17.0,1.5,47,54,62,60,24,53
737,11.0,23.0,105294.0,21.5,0.0,0.7,40,67,34,47,36,77
738,15.0,24.0,84479.0,22.1,1.0,0.9,28,46,6,20,26,73
739,8.0,15.0,104565.0,19.3,14.5,1.1,32,56,29,54,19,54
740,12.0,20.0,105371.0,20.8,0.0,0.9,28,41,51,62,29,80
741,21.0,42.0,108260.0,21.6,0.0,0.7,45,93,35,56,33,91
742,24.0,38.0,108025.0,23.6,0.0,0.5,60,89,23,43,32,84
743,39.0,59.0,111696.0,21.8,0.0,0.3,92,96,31,56,36,86
744,22.0,35.0,109556.0,22.0,0.0,1.1,33,44,21,52,46,118
745,20.0,34.0,89456.0,21.7,0.0,1.1,10,26,25,32,30,100
746,14.0,27.0,106107.0,22.1,0.0,1.7,33,52,51,51,39,98
747,21.0,38.0,100826.0,21.8,0.0,0.7,50,85,60,65,40,90
748,28.0,43.0,107680.0,22.9,0.0,0.8,57,56,74,90,38,83
749,24.0,36.0,108197.0,24.2,0.0,1.1,79,86,61,82,44,86
750,23.0,37.0,113336.0,24.4,0.0,1.1,49,49,51,79,61,108
751,19.0,31.0,107689.0,23.3,2.5,1.1,17,49,22,56,25,66
752,12.0,16.0,90891.0,23.6,0.0,0.8,27,58,40,88,29,84
753,21.0,32.0,105330.0,24.5,0.0,1.2,34,70,36,74,32,78
754,19.0,30.0,105261.0,26.3,0.0,0.8,36,87,46,102,30,67
755,22.0,32.0,107399.0,21.9,2.0,0.8,30,65,43,83,30,69
756,12.0,17.0,105493.0,24.4,2.5,0.8,38,70,48,76,40,85
757,20.0,16.0,112259.0,25.3,0.0,1.5,35,61,27,40,42,65
758,17.0,27.0,103174.0,22.1,15.5,0.4,44,56,14,28,49,82
759,18.0,30.0,88741.0,24.3,0.0,1.5,13,38,5,18,34,76
760,18.0,27.0,97874.0,23.7,0.0,1.4,22,46,10,30,18,61
761,17.0,28.0,92176.0,24.3,0.0,1.1,28,56,24,62,29,80
762,26.0,36.0,106518.0,24.5,0.0,0.6,24,48,21,38,33,68
763,28.0,39.0,104655.0,25.6,0.0,0.9,32,63,30,72,38,84
764,25.0,35.0,112028.0,27.9,0.0,0.6,41,71,27,49,32,72
765,18.0,26.0,108313.0,27.2,0.0,1.7,29,26,7,14,23,44
766,11.0,18.0,90704.0,25.5,0.0,1.9,29,33,13,21,28,43
767,6.0,14.0,105050.0,24.7,0.0,1.6,46,52,25,34,39,62
768,10.0,15.0,102992.0,24.3,0.0,1.8,56,62,29,49,43,69
769,7.0,10.0,103994.0,21.6,19.0,1.1,34,34,44,47,49,72
770,9.0,13.0,102516.0,21.1,6.0,0.6,25,38,28,39,49,77
771,11.0,16.0,110994.0,23.5,0.0,1.5,47,57,25,48,46,78
772,22.0,26.0,106223.0,24.2,1.5,0.8,50,62,55,77,40,69
773,28.0,34.0,76377.0,25.7,0.0,0.8,35,45,15,31,48,94
774,28.0,40.0,102776.0,24.0,44.0,0.8,36,44,53,68,47,88
775,18.0,28.0,100093.0,24.6,36.0,0.7,31,45,37,51,50,103
776,27.0,35.0,104914.0,25.8,0.0,0.6,70,74,52,42,63,101
777,16.0,26.0,103602.0,25.4,5.0,0.4,86,72,67,64,37,72
778,12.0,16.0,110232.0,26.5,0.5,1.0,23,36,56,61,21,58
779,4.0,8.0,101152.0,25.6,21.0,1.6,32,42,59,59,27,55
780,14.0,23.0,85583.0,24.7,29.0,1.4,73,72,64,69,36,71
781,18.0,23.0,105629.0,28.3,0.0,1.2,55,79,78,99,49,87
782,17.0,13.0,89106.0,29.0,0.0,0.5,34,39,24,28,34,54
783,15.0,15.0,105242.0,27.7,0.0,0.1,44,59,33,55,35,63
784,18.0,20.0,101079.0,26.4,23.5,0.8,36,72,24,52,35,65
785,18.0,31.0,107767.0,27.0,19.0,0.1,53,89,40,70,39,73
786,11.0,18.0,102584.0,27.9,15.0,0.4,58,70,83,86,40,66
787,8.0,16.0,63683.0,26.9,21.5,0.5,47,60,55,59,18,36
788,8.0,22.0,87228.0,28.8,0.0,0.6,32,35,14,13,26,47
789,16.0,17.0,103906.0,29.5,0.0,1.3,22,30,27,33,18,29
790,16.0,15.0,105508.0,29.9,0.0,2.1,41,64,22,43,18,34
791,18.0,17.0,103818.0,29.7,0.0,1.3,37,58,24,54,25,49
792,14.0,22.0,106849.0,30.4,0.0,0.6,31,34,29,36,19,32
793,23.0,33.0,100751.0,30.4,0.0,1.0,19,29,35,44,35,55
794,29.0,39.0,88721.0,30.3,0.0,0.9,26,38,40,45,38,62
795,42.0,51.0,104841.0,31.3,0.0,0.9,31,44,30,27,16,30
796,19.0,29.0,103886.0,29.5,0.0,1.6,39,47,46,47,19,33
797,18.0,26.0,105061.0,28.8,17.5,1.7,28,40,17,23,22,34
798,21.0,31.0,105497.0,28.0,15.0,0.9,38,44,33,46,35,52
799,14.0,20.0,99876.0,29.6,4.0,0.8,23,33,40,45,32,53
800,21.0,26.0,103164.0,30.2,0.0,1.5,26,23,23,25,16,27
801,14.0,26.0,61444.0,30.1,0.0,2.0,10,14,15,20,4,4
802,16.0,26.0,87088.0,29.9,0.0,1.4,6,10,6,16,4,7
803,19.0,13.0,98688.0,30.3,0.0,0.9,7,19,5,16,10,16
804,9.0,13.0,107125.0,30.2,0.0,1.6,22,45,11,28,19,34
805,4.0,7.0,91605.0,25.8,9.0,1.4,38,58,15,38,28,54
806,13.0,16.0,107488.0,26.7,1.0,1.6,10,31,6,18,20,40
807,23.0,35.0,100925.0,26.5,3.5,1.5,12,38,11,24,20,49
808,17.0,27.0,89489.0,25.9,0.0,0.9,26,66,15,45,19,56
809,24.0,34.0,104038.0,26.6,0.0,0.8,34,68,40,80,26,59
810,23.0,31.0,105095.0,27.8,0.0,1.4,36,56,51,54,22,54
811,23.0,27.0,103369.0,27.1,7.0,0.9,32,43,26,27,39,81
812,19.0,30.0,103017.0,26.4,30.0,1.2,25,59,14,32,34,73
813,25.0,37.0,112063.0,25.2,0.0,1.6,23,55,10,31,26,70
814,17.0,30.0,106818.0,23.7,0.0,1.0,31,53,15,43,44,112
815,12.0,20.0,92840.0,24.5,0.0,1.2,29,56,23,52,49,87
816,12.0,18.0,107800.0,25.8,0.0,0.8,58,74,76,90,40,85
817,16.0,21.0,101153.0,22.2,41.0,0.9,53,66,28,32,45,90
818,23.0,29.0,102514.0,24.3,1.5,1.0,18,57,4,25,55,97
819,16.0,24.0,102175.0,23.8,5.5,0.9,7,27,3,15,10,40
820,11.0,22.0,111069.0,23.8,1.5,1.4,10,36,6,21,15,51
821,14.0,23.0,105067.0,23.6,0.0,1.2,20,49,12,37,25,70
822,15.0,21.0,90506.0,24.0,0.0,0.8,26,57,20,51,32,62
823,18.0,29.0,103503.0,22.5,10.5,0.7,47,78,26,59,39,72
824,8.0,14.0,101388.0,22.5,2.5,0.6,49,72,48,83,37,80
825,10.0,13.0,101911.0,24.9,3.5,0.8,26,57,52,79,35,79
826,10.0,20.0,100921.0,24.8,26.5,0.4,37,72,45,72,48,96
827,16.0,23.0,108262.0,26.2,0.5,0.9,59,89,49,83,60,115
828,3.0,11.0,94697.0,26.7,3.0,3.0,72,92,45,74,63,128
829,8.0,16.0,88109.0,25.7,3.5,0.6,48,90,34,72,52,101
830,9.0,15.0,101725.0,24.4,10.5,0.6,59,104,65,92,51,108
