지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 순간 풍속(m/s),평균 풍속(m/s)
642,문화,2017-06-01,22,16.8,27.7,0,7.2,1.8
642,문화,2017-06-02,20.6,13.1,28.1,0,5.6,1.5
642,문화,2017-06-03,20.6,16,26.1,0,7,1.8
642,문화,2017-06-04,21.2,12.4,28.7,0,6.9,1.4
642,문화,2017-06-05,22.6,14.2,30.2,0,6.2,1.3
642,문화,2017-06-06,18.7,15.7,22.8,9.5,4.7,1.4
642,문화,2017-06-07,17.8,16.1,19.3,4.5,6.5,1.6
642,문화,2017-06-08,20.3,15.8,27.1,0,6.4,1.7
642,문화,2017-06-09,22.3,16,29,0,9.1,2.2
642,문화,2017-06-10,22.7,19.7,27.4,0,5.5,2
642,문화,2017-06-11,23.3,16.4,30.1,0,6.2,1.3
642,문화,2017-06-12,21.9,17.4,27.3,0,5.4,1.4
642,문화,2017-06-13,21.9,17.7,27.7,0,6.2,1.5
642,문화,2017-06-14,21.8,15.1,28.8,0,6.4,1.4
642,문화,2017-06-15,23.3,16.6,30.5,0,7.2,2.1
642,문화,2017-06-16,25,17.8,33.4,0,6,1.3
642,문화,2017-06-17,24.9,17.2,32.3,0,5.5,1.1
642,문화,2017-06-18,25.1,17.6,34,0,6.6,1.3
642,문화,2017-06-19,26.2,18.6,34.1,0,5.9,1.1
642,문화,2017-06-20,25.5,20,31.4,0,4.3,.9
642,문화,2017-06-21,25.2,20.7,31.4,0,7.6,1.8
642,문화,2017-06-22,25.6,19.7,32.6,0,5.1,1.4
642,문화,2017-06-23,27.5,20.9,35,0,5.7,1.4
642,문화,2017-06-24,24.1,20.4,32.6,4.5,5.9,1.1
642,문화,2017-06-25,25,20,31,0,6.4,1.3
642,문화,2017-06-26,23.8,20.9,28.7,3,5.3,1.2
642,문화,2017-06-27,24.4,21.1,29.6,23,4.6,1.2
642,문화,2017-06-28,25.1,20.7,32.4,5.5,5.5,1.3
642,문화,2017-06-29,26.2,21.8,31.2,0,4.4,1.1
642,문화,2017-06-30,26.9,23.2,32.7,0,6.3,1.4
642,문화,2017-07-01,24.1,21.9,25.7,21,3.1,.7
642,문화,2017-07-02,26.1,24.1,29.4,32.5,6.8,.9
642,문화,2017-07-03,25.6,24.4,29.4,75,7.3,2.1
642,문화,2017-07-04,26.2,23.4,29.9,19.5,6.4,1.7
642,문화,2017-07-05,28,23.6,33.4,0,4.4,1
642,문화,2017-07-06,26.4,23.4,34,4,7,.9
642,문화,2017-07-07,27.2,23.4,30.6,3,4.3,.7
642,문화,2017-07-08,26.4,23.1,30.3,55,5.3,.8
642,문화,2017-07-09,27.6,23.5,34.3,40.5,11.1,.9
642,문화,2017-07-10,26.8,23.9,30.1,18.5,6.1,1
642,문화,2017-07-11,27,23.8,32.4,4.5,7.5,2.1
642,문화,2017-07-12,27.9,24.4,33.2,0,5.4,1.5
642,문화,2017-07-13,27.6,22.6,33.3,0,5.4,1.2
642,문화,2017-07-14,27.6,24.4,34.5,3.5,7.1,1.2
642,문화,2017-07-15,25.4,23.1,27.8,24.5,6,1.2
642,문화,2017-07-16,27.6,25.1,30.7,0,7.2,1.9
642,문화,2017-07-17,25.8,22.8,29.6,9.5,8.8,1.2
642,문화,2017-07-18,25.7,22.6,29.2,2,4.6,1.2
642,문화,2017-07-19,28.2,24.5,33.1,0,3.5,1
642,문화,2017-07-20,29.2,24.9,34.3,0,4.6,1.3
642,문화,2017-07-21,30,26,34.5,0,6.8,1.3
642,문화,2017-07-22,29.6,27.2,33.2,0,4.7,1.3
642,문화,2017-07-23,27.9,26.4,30.1,.5,4,1.2
642,문화,2017-07-24,28.5,27.1,31.1,2,5.7,1.2
642,문화,2017-07-25,28.4,25.8,33.3,30,6,1.4
642,문화,2017-07-26,27.9,24.4,32.1,0,6.1,1.7
642,문화,2017-07-27,28,22.4,33.4,0,4.1,1.1
642,문화,2017-07-28,28.4,25.1,32.7,1,5.3,1.4
642,문화,2017-07-29,27.2,25.3,30.9,.5,6.6,1.5
642,문화,2017-07-30,27.6,24.5,32.7,8,6.6,1.1
642,문화,2017-07-31,24.9,23.4,26.8,36,4.3,.7
642,문화,2017-08-01,27.1,21.6,33.4,21,11,.8
642,문화,2017-08-02,29.4,24.9,34.9,0,4,1
642,문화,2017-08-03,28.7,25,33,0,6.6,2
642,문화,2017-08-04,30.3,24.6,34.9,0,4.3,1.2
642,문화,2017-08-05,31.9,26.9,36.8,0,4.3,1.2
642,문화,2017-08-06,30.1,26.1,36.9,36.5,6.6,1.1
642,문화,2017-08-07,29,24.8,34.6,0,5.5,1.4
642,문화,2017-08-08,28.5,25.5,32.9,0,4.5,.9
642,문화,2017-08-09,24.7,23.1,27.5,21,4.1,.9
642,문화,2017-08-10,26.3,24.1,31.6,46,6.4,1.1
642,문화,2017-08-11,26.2,22.8,33.3,54.5,7.5,.7
642,문화,2017-08-12,26.9,22.5,31.9,0,6,1
642,문화,2017-08-13,24.9,22.5,26.6,2.5,6.2,1.5
642,문화,2017-08-14,22.8,21.1,25.8,64,8,1.4
642,문화,2017-08-15,23.6,21.8,25.3,44,6,1.2
642,문화,2017-08-16,25.6,23.1,29.5,3.5,3.9,.9
642,문화,2017-08-17,26.1,23.5,30.7,0,4.4,1.2
642,문화,2017-08-18,26.6,22.6,31.3,0,4.6,.9
642,문화,2017-08-19,25.5,22.8,31.1,4,5.1,.8
642,문화,2017-08-20,26.4,23.5,30.5,5.5,5.7,1.4
642,문화,2017-08-21,24.8,23.1,28.9,43.5,6.2,.8
642,문화,2017-08-22,27.6,23.8,32.6,0,6.7,1.1
642,문화,2017-08-23,28.9,25.7,33.6,1.5,6.4,1.5
642,문화,2017-08-24,28.2,25.7,31.5,49,9.4,2.4
642,문화,2017-08-25,27,22.5,32.9,0,4.4,1.2
642,문화,2017-08-26,24.3,19.3,30,0,5.7,1.1
642,문화,2017-08-27,24.3,18.4,31.2,0,4.3,.9
642,문화,2017-08-28,25.3,20.1,29.1,24,5.9,1.1
642,문화,2017-08-29,22.2,19.5,27.3,0,6.4,1.7
642,문화,2017-08-30,18.9,17.3,21.8,0,4.2,1.1
642,문화,2017-08-31,22.1,16.6,27.6,0,5.6,1.1
642,문화,2017-09-01,22.3,16.4,28.7,0,5,.9
642,문화,2017-09-02,21.5,16.6,27,0,5.1,.9
642,문화,2017-09-03,22.3,16.2,28.9,0,4.9,.8
642,문화,2017-09-04,23,17.2,27.9,0,5.2,1.1
642,문화,2017-09-05,21.2,19.5,23.7,.5,3.2,.7
642,문화,2017-09-06,21.3,18.7,23.8,2,3.7,.8
642,문화,2017-09-07,22.3,18.1,27.9,0,3.8,.9
642,문화,2017-09-08,23.1,18.5,28.8,0,5.1,.8
642,문화,2017-09-09,23,18.6,29.4,0,4.4,.7
642,문화,2017-09-10,22.9,18.6,26.9,0,3.7,.7
642,문화,2017-09-11,20.5,18.1,23.1,69,6,1.2
642,문화,2017-09-12,22.4,17.5,29.3,0,5.4,1.1
642,문화,2017-09-13,21.1,14.7,28.7,0,4.6,.9
642,문화,2017-09-14,21.6,14,28.1,0,4.7,1.1
642,문화,2017-09-15,21.7,18.5,25.9,0,7.8,2.1
642,문화,2017-09-16,21.4,18.3,24.1,0,7.6,1.7
642,문화,2017-09-17,22.4,17.2,27.9,0,5.7,1.4
642,문화,2017-09-18,21.6,16.6,28.1,0,6.1,1.3
642,문화,2017-09-19,23.5,18.4,28.3,0,7.3,1.7
642,문화,2017-09-20,20.6,15.5,25.7,2.5,7.2,1.5
642,문화,2017-09-21,19.4,12.4,26.5,0,4.3,.7
642,문화,2017-09-22,20.3,14.9,27.4,0,4.1,.9
642,문화,2017-09-23,20.8,16.2,26.5,0,5,.7
642,문화,2017-09-24,23,18.4,28.5,0,4.4,1
642,문화,2017-09-25,23.4,19.2,29.7,0,4.5,.9
642,문화,2017-09-26,23.7,17.7,29.5,0,4.6,.8
642,문화,2017-09-27,19.2,16.7,23.6,36.5,6.4,1
642,문화,2017-09-28,20.6,16.1,26.1,0,6.5,1.4
642,문화,2017-09-29,15.9,11,22.2,0,4.2,1.1
642,문화,2017-09-30,17.8,10,26.9,0,3.8,.6
642,문화,2017-10-01,16,13.5,19.2,12,4.1,.8
642,문화,2017-10-02,19.1,16.1,23.6,3.5,2.7,.6
642,문화,2017-10-03,18.8,14.8,23.5,0,4.8,1
642,문화,2017-10-04,17.7,12.5,24.1,0,5.2,1.2
642,문화,2017-10-05,18.2,16.1,21.1,0,6.2,1.4
642,문화,2017-10-06,17,15.3,18,1.5,3.3,.8
642,문화,2017-10-07,19.7,16.9,25.5,.5,3.7,.6
642,문화,2017-10-08,21.4,16.4,28,0,3.9,.6
642,문화,2017-10-09,22.1,17.5,28.5,0,3.8,.7
642,문화,2017-10-10,22.7,18.2,27.4,0,4.7,.9
642,문화,2017-10-11,17.9,14.7,22,11,4.9,1.4
642,문화,2017-10-12,12.8,10.2,14.7,2.5,3.8,1
642,문화,2017-10-13,12.3,6.2,18.4,0,5.2,1
642,문화,2017-10-14,14,8.9,19.6,0,5.7,1
642,문화,2017-10-15,15.1,10.8,19.8,0,6,1
642,문화,2017-10-16,16.4,12.8,21.4,0,4,1
642,문화,2017-10-17,15.9,9.4,22.9,0,4.8,.8
642,문화,2017-10-18,16.3,14.3,19.3,0,5.9,1.4
642,문화,2017-10-19,16.9,11.8,21.8,0,4.3,1.2
642,문화,2017-10-20,16.7,11.4,23.7,0,4.4,.8
642,문화,2017-10-21,16.2,10,23.3,0,4.3,.7
642,문화,2017-10-22,16.5,10.5,22.9,0,6.4,1.6
642,문화,2017-10-23,13.3,9.2,18.4,0,5.1,1.1
642,문화,2017-10-24,12.4,7.2,19.5,0,4.1,.6
642,문화,2017-10-25,12.5,7,19.9,0,4.2,.6
642,문화,2017-10-26,13.1,8,19.3,0,2.9,.6
642,문화,2017-10-27,14.6,11.1,20.1,0,3.3,.6
642,문화,2017-10-28,15.5,9.2,22.9,0,4.8,.7
642,문화,2017-10-29,12.3,7.9,18.9,0,7.4,1.5
642,문화,2017-10-30,7.7,1.7,14.1,0,4.5,1
642,문화,2017-10-31,8.9,1.2,17.4,0,4.2,.7
642,문화,2017-11-01,12.9,7.1,19,0,5.1,1
642,문화,2017-11-02,13.9,10.7,19.3,0,2.9,.5
642,문화,2017-11-03,11.8,7.6,17,0,6.6,1.4
642,문화,2017-11-04,8.5,4.6,13.6,0,5.4,1.2
642,문화,2017-11-05,7.3,1.3,15,0,4.6,.6
642,문화,2017-11-06,9.1,2.1,17.9,0,3.1,.6
642,문화,2017-11-07,14,5.8,21.5,0,2.9,.5
642,문화,2017-11-08,15,8.8,19.6,0,5.9,1.6
642,문화,2017-11-09,9.2,2.9,17.5,0,3,.5
642,문화,2017-11-10,10.5,4.3,19.5,2,10.6,1.5
642,문화,2017-11-11,6.7,2.2,12.4,0,6.7,1.2
642,문화,2017-11-12,5.7,-.4,13.8,0,3.2,.6
642,문화,2017-11-13,7.7,1.1,13.3,0,3.7,.7
642,문화,2017-11-14,9.4,5,13.6,0,5.3,1.4
642,문화,2017-11-15,6.3,3.6,10,0,6.9,1.6
642,문화,2017-11-16,3.4,-.6,9,0,4.6,1
642,문화,2017-11-17,5.2,-2,10.1,0,5.5,.7
642,문화,2017-11-18,1.1,-2.1,8.3,0,6.7,2.3
642,문화,2017-11-19,.1,-4.3,4,0,5,1.3
642,문화,2017-11-20,4.2,-1.3,9.4,0,5.2,1.3
642,문화,2017-11-21,2.8,-1.8,10.2,0,3.7,.6
642,문화,2017-11-22,5.2,-.2,10.3,0,5.5,.9
642,문화,2017-11-23,2.1,-1.8,6.9,.5,6.1,1.2
642,문화,2017-11-24,1.4,-.9,3.9,6,5.6,1.1
642,문화,2017-11-25,6.5,-1.4,11.2,0,9.8,1.7
642,문화,2017-11-26,7.7,1.9,11.3,3,7.5,1.8
642,문화,2017-11-27,3.7,-1.8,10.5,0,2.1,.5
642,문화,2017-11-28,6.2,.8,13.7,0,5.3,.6
642,문화,2017-11-29,6.9,2.8,10.7,0,6,1.4
642,문화,2017-11-30,.9,-1.6,4.6,0,6.2,1.6
642,문화,2017-12-01,-.3,-4.1,4.1,0,5.2,1.2
642,문화,2017-12-02,2.3,-2.5,7.6,0,3,.5
642,문화,2017-12-03,6.6,-.5,12.8,0,5.6,.8
642,문화,2017-12-04,2.9,-2.2,6.9,0,7.7,1.9
642,문화,2017-12-05,-2.5,-5.5,1.4,0,5.3,1.5
642,문화,2017-12-06,1.8,-4.5,7.4,.5,4.6,.8
642,문화,2017-12-07,3.8,0,7.9,2.5,5.9,1.4
642,문화,2017-12-08,-1.1,-3.2,2.7,0,5.5,1.5
642,문화,2017-12-09,1.1,-1.8,4.9,0,3.1,.6
642,문화,2017-12-10,3.7,-.5,8.8,1.5,8.9,1.4
642,문화,2017-12-11,-3.4,-6.7,.8,0,7.3,2.3
642,문화,2017-12-12,-5.7,-9.4,-2.1,0,6.2,1.6
642,문화,2017-12-13,-5.3,-9,1.2,0,5.1,1
642,문화,2017-12-14,-4.5,-10.6,.9,0,2.9,.6
642,문화,2017-12-15,-1.2,-7.8,3.8,0,4.4,.6
642,문화,2017-12-16,-1.7,-4.8,1.9,0,6.6,2
642,문화,2017-12-17,-4.4,-9.1,.9,0,5.3,1
642,문화,2017-12-18,1.3,-6,6.8,0,6.8,1.3
642,문화,2017-12-19,-1.5,-5.4,3.4,0,5.7,1.5
642,문화,2017-12-20,-1.2,-8.1,6.1,.5,4.7,.7
642,문화,2017-12-21,-.1,-3,5,0,5.2,.5
642,문화,2017-12-22,1.9,-3.7,9.2,0,4.9,.6
642,문화,2017-12-23,4.9,0,12,0,3.7,.4
642,문화,2017-12-24,4,2.6,6.1,19,7.2,1.2
642,문화,2017-12-25,.4,-1.7,3.6,0,6.4,2
642,문화,2017-12-26,-.6,-4.4,4.1,0,7,2
642,문화,2017-12-27,-3.9,-8.1,.7,0,5.5,1.3
642,문화,2017-12-28,-1.2,-5.8,3,0,3.8,.7
642,문화,2017-12-29,3.3,-.5,6.6,0,3.6,.8
642,문화,2017-12-30,3.7,-.3,7.8,.5,3.4,.6
642,문화,2017-12-31,2,-1.2,5.6,.5,7.1,1.6
642,문화,2018-01-01,-.6,-5,5.2,0,4.4,.6
642,문화,2018-01-02,-.3,-4.2,4.6,0,4.4,.7
642,문화,2018-01-03,-1.7,-5.2,2.5,0,5,1.2
642,문화,2018-01-04,-2.3,-5.2,-.1,0,3.7,.9
642,문화,2018-01-05,-.4,-3,4,0,4.9,1
642,문화,2018-01-06,-.5,-4.9,5.3,0,4.3,.7
642,문화,2018-01-07,-.8,-6.1,3.1,0,2.8,.5
642,문화,2018-01-08,1.6,-.1,2.5,1.5,5.1,1.1
642,문화,2018-01-09,-1.3,-3.5,1.2,1,6.3,2.1
642,문화,2018-01-10,-4.5,-8.2,-.9,.5,5.6,1.7
642,문화,2018-01-11,-8.3,-11.8,-5.2,0,4.9,1.4
642,문화,2018-01-12,-8,-12.7,-3.9,0,4.7,1.1
642,문화,2018-01-13,-1.5,-6.3,5,0,4.9,.8
642,문화,2018-01-14,.7,-6.6,8.1,0,5.1,.5
642,문화,2018-01-15,5.4,1.8,11.2,0,6,1
642,문화,2018-01-16,4,.1,7.8,3.5,4.7,.5
642,문화,2018-01-17,4.2,1.6,6.3,11,3.8,.8
642,문화,2018-01-18,4.3,.9,7.4,0,4.3,1.1
642,문화,2018-01-19,.5,-3.3,5.3,0,4,.6
642,문화,2018-01-20,.8,-4.2,8.1,0,4.7,.6
642,문화,2018-01-21,1.5,-3.8,6.5,0,3.5,.5
642,문화,2018-01-22,3.4,.1,8.6,1,7.2,1.4
642,문화,2018-01-23,-6.6,-9.8,.1,0,7,2.6
642,문화,2018-01-24,-11.1,-13.4,-7.8,0,7.3,2.4
642,문화,2018-01-25,-10.3,-14.5,-5.6,0,6.4,1.6
642,문화,2018-01-26,-10.8,-14.3,-5,0,5.9,1.8
642,문화,2018-01-27,-8,-14.5,-1.7,0,3.3,.8
642,문화,2018-01-28,-3,-5.7,1.8,0,6.6,1.6
642,문화,2018-01-29,-6,-7.9,-2.9,0,7.3,1.7
642,문화,2018-01-30,-4.4,-11.2,2,0,6.2,1
642,문화,2018-01-31,.1,-3.6,3.6,0,4.4,1.1
642,문화,2018-02-01,-1.6,-6.4,3.3,0,4.5,1
642,문화,2018-02-02,-2.7,-8.5,3.7,0,4.8,.7
642,문화,2018-02-03,-4.5,-7,-1.6,0,6.8,2.3
642,문화,2018-02-04,-6.9,-10.3,-2.7,0,6.6,2
642,문화,2018-02-05,-7.3,-11.8,-2.9,0,8.4,1.9
642,문화,2018-02-06,-7.7,-12.4,-2.9,0,6.7,1.7
642,문화,2018-02-07,-6.8,-13.2,-.5,0,4,.8
642,문화,2018-02-08,-3.9,-10.9,4,0,3.6,.7
642,문화,2018-02-09,1.6,-5.4,8.9,0,5.8,.9
642,문화,2018-02-10,1,-4.3,6.9,0,7,1.7
642,문화,2018-02-11,-3.5,-7,0,.5,8.6,2
642,문화,2018-02-12,-4.7,-9.6,-1,0,6.1,1.7
642,문화,2018-02-13,-.3,-6.2,4.4,.5,7.7,1.9
642,문화,2018-02-14,5.4,-.2,11.1,0,9.2,1.8
642,문화,2018-02-15,1.3,-1.8,6.6,0,4.2,1.3
642,문화,2018-02-16,.7,-4.6,6.5,0,5,1
642,문화,2018-02-17,-.7,-4.7,3.6,0,6,1.6
642,문화,2018-02-18,.4,-3.1,4.3,0,3.4,.7
642,문화,2018-02-19,2.8,-3.1,8.6,0,4.6,.7
642,문화,2018-02-20,2.6,-3.2,7.6,0,4.4,1.1
642,문화,2018-02-21,.7,-3.1,5.2,0,5.3,1.4
642,문화,2018-02-22,.5,-6.6,7.9,0,6.4,1.1
642,문화,2018-02-23,5.8,.6,10.1,0,7.2,2
642,문화,2018-02-24,6,1.7,11.4,0,5.2,1.4
642,문화,2018-02-25,4.6,-.1,10.8,0,4.9,1.1
642,문화,2018-02-26,4,-3.9,12.7,0,4.6,.8
642,문화,2018-02-27,6.5,-1.2,13.4,0,5.5,.8
642,문화,2018-02-28,5.3,1.1,9.5,28,8.2,1.5
642,문화,2018-03-01,2.4,-2,5.4,.5,7.8,2.6
642,문화,2018-03-02,1.7,-5,8.7,0,4.3,1.1
642,문화,2018-03-03,8.6,-1.5,18.6,0,3.5,.6
642,문화,2018-03-04,15.3,9.1,23.8,10.5,5.8,1
642,문화,2018-03-05,7,3.2,14.7,13,6.3,1.7
642,문화,2018-03-06,6.1,-.4,12.3,0,4.9,.9
642,문화,2018-03-07,5.9,3.1,9.8,2.5,6.9,1.8
642,문화,2018-03-08,3.2,.6,6.3,9.5,4.4,1.1
642,문화,2018-03-09,3.2,.5,6.4,0,3.6,1
642,문화,2018-03-10,4.4,-.6,11.5,0,5.2,1.3
642,문화,2018-03-11,7.7,2.3,15,0,4.3,1.1
642,문화,2018-03-12,8.7,.3,18.2,0,5.5,.9
642,문화,2018-03-13,13,4.2,21.5,0,7.3,1.3
642,문화,2018-03-14,16.3,8.3,24.3,0,6,1
642,문화,2018-03-15,13.5,10.2,15.7,21.5,5,.9
642,문화,2018-03-16,6.7,3.9,10.3,1.5,6.1,1.9
642,문화,2018-03-17,7.6,.6,15.5,0,4.2,1.1
642,문화,2018-03-18,7.9,3,11.4,6.5,2.6,.6
642,문화,2018-03-19,8.4,5.4,11.3,16.5,7.3,1.7
642,문화,2018-03-20,6,2.5,9.8,0,9.5,2.8
642,문화,2018-03-21,1.1,-.1,2.9,8.5,5.4,1.3
642,문화,2018-03-22,5,.7,12,0,6,1.6
642,문화,2018-03-23,6.4,-.6,14,0,4.8,1.1
642,문화,2018-03-24,8.5,1.5,15.5,0,6.2,1.5
642,문화,2018-03-25,10.5,3.8,19.7,0,5.2,1.4
642,문화,2018-03-26,12.3,3.8,20.5,0,5.7,1.2
642,문화,2018-03-27,14.3,6.4,21.7,0,7.8,1.6
642,문화,2018-03-28,15.1,7.7,22.3,0,7.1,1.6
642,문화,2018-03-29,16.3,11.1,21.5,0,3.8,.8
642,문화,2018-03-30,15.7,10.9,21.9,0,4.7,1.3
642,문화,2018-03-31,15.9,9.5,23.1,0,6.2,1.2
642,문화,2018-04-01,16.1,10.4,21.1,0,5.8,1.1
642,문화,2018-04-02,18.1,10.9,25.6,0,6.1,1.2
642,문화,2018-04-03,19.1,13,25.9,0,6.6,1.3
642,문화,2018-04-04,13.2,9.7,18.1,14,5.4,1.5
642,문화,2018-04-05,8.4,7.7,9.7,16.5,5.9,1.4
642,문화,2018-04-06,8,3.5,13.8,18,8.2,2.2
642,문화,2018-04-07,5.3,2.2,10,0,8.7,3
642,문화,2018-04-08,8.4,.2,14.1,0,10.2,2.6
642,문화,2018-04-09,12.2,7.4,18.9,0,5.4,1.2
642,문화,2018-04-10,16.9,6.1,25,.5,9.4,2.2
642,문화,2018-04-11,16.1,11.3,21.7,5.5,10.8,2.5
642,문화,2018-04-12,14.3,6.4,22.2,0,6.9,1.4
642,문화,2018-04-13,13.7,6.6,18.9,0,7.6,1.3
642,문화,2018-04-14,9.2,7.4,13.3,31.5,4.6,1.5
642,문화,2018-04-15,10.2,6.1,17.2,0,7.5,2.4
642,문화,2018-04-16,11.6,3.4,19.1,0,5.1,1.1
642,문화,2018-04-17,14,8.1,20.6,0,4.3,1
642,문화,2018-04-18,13.8,6.4,22.4,0,5.3,1.2
642,문화,2018-04-19,14.9,5.3,23.7,0,6,1.4
642,문화,2018-04-20,19.2,9.5,30.2,0,5.5,1.1
642,문화,2018-04-21,19.7,11.5,29.7,0,6.6,1.2
642,문화,2018-04-22,16.8,13.5,22.5,1,7.3,1.2
642,문화,2018-04-23,11.7,10.9,15.7,40,6.6,1.8
642,문화,2018-04-24,12.4,10.5,14.3,3,4.6,1.3
642,문화,2018-04-25,14.5,6.3,22.7,0,4.4,1.1
642,문화,2018-04-26,15.7,7.7,24.1,0,6.3,1.4
642,문화,2018-04-27,16,8.8,23.5,0,5,1.4
642,문화,2018-04-28,16.2,9.6,24,0,6.6,1.4
